EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TotalSatisfaction,CareerStability,LoyaltyRatio,IncomePerAge,AttritionRisk,Prediction
21,24,0,Non-Travel,Research & Development,11,2,Other,1,4,2,Manufacturing Director,3,Divorced,4011,0,No,4,1,5,5,2,4.0,2.0,1,3,12,0.5,0.8,167.125,0.05052765969399982,0
22,36,1,Travel_Rarely,Sales,9,4,Life Sciences,3,2,1,Sales Representative,1,Single,3407,7,No,2,0,10,4,3,5.0,3.0,0,3,8,0.6,0.5,94.63888888888889,0.35920972328244816,1
23,34,0,Travel_Rarely,Research & Development,7,4,Life Sciences,1,3,3,Research Director,2,Single,11994,0,No,3,0,13,4,3,12.0,6.0,2,11,9,0.5,0.9230769230769231,352.7647058823529,0.07959525418889032,0
24,21,0,Travel_Rarely,Research & Development,15,2,Life Sciences,3,3,1,Research Scientist,4,Single,1232,1,No,4,0,0,6,3,0.1,0.1,0,0,14,1.0,0.1,58.666666666666664,0.22166498568323473,0
25,34,1,Travel_Rarely,Research & Development,6,1,Medical,2,3,1,Research Scientist,1,Single,2960,2,No,3,0,8,2,3,4.0,2.0,1,3,9,0.5,0.5,87.05882352941177,0.10655932395133103,0
26,53,0,Travel_Rarely,Research & Development,5,3,Other,3,3,5,Manager,3,Divorced,19094,4,No,4,1,26,3,2,14.0,13.0,4,8,13,0.9285714285714286,0.5384615384615384,360.2641509433962,0.034751416770159214,0
27,32,1,Travel_Frequently,Research & Development,16,1,Life Sciences,2,1,1,Research Scientist,1,Single,3919,1,Yes,2,0,10,5,3,10.0,2.0,6,7,6,0.2,1.0,122.46875,0.7148912808642923,1
28,42,0,Travel_Rarely,Sales,8,4,Marketing,3,3,2,Sales Executive,2,Married,6825,0,No,4,1,10,2,3,9.0,7.0,4,2,12,0.7777777777777778,0.9,162.5,0.05585366738324534,0
29,44,0,Travel_Rarely,Research & Development,7,4,Medical,1,2,3,Healthcare Representative,4,Married,10248,3,No,4,1,24,4,3,22.0,6.0,5,17,11,0.2727272727272727,0.9166666666666666,232.9090909090909,0.0627412628929727,0
30,46,0,Travel_Rarely,Sales,2,4,Marketing,2,3,5,Manager,1,Single,18947,3,No,4,0,22,2,2,2.0,2.0,2,1,10,1.0,0.09090909090909091,411.89130434782606,0.05970312361442684,0
31,33,0,Travel_Rarely,Research & Development,2,3,Medical,3,3,1,Laboratory Technician,4,Single,2496,4,No,4,0,7,3,3,1.0,1.0,0,0,14,1.0,0.14285714285714285,75.63636363636364,0.20665629858373005,0
32,44,0,Travel_Rarely,Research & Development,10,4,Other,4,3,2,Healthcare Representative,4,Married,6465,2,Yes,4,0,9,5,4,4.0,2.0,1,3,15,0.5,0.4444444444444444,146.9318181818182,0.07527487467919161,0
33,30,0,Travel_Rarely,Research & Development,9,2,Medical,4,2,1,Laboratory Technician,3,Single,2206,1,No,1,0,10,5,3,10.0,0.1,1,8,10,0.01,1.0,73.53333333333333,0.1746889924781618,0
34,39,1,Travel_Rarely,Sales,5,3,Technical Degree,4,3,2,Sales Representative,4,Married,2086,3,No,3,1,19,6,4,1.0,0.1,0,0,14,0.1,0.05263157894736842,53.48717948717949,0.2706355304770611,0
35,24,1,Travel_Rarely,Research & Development,1,3,Medical,2,3,1,Research Scientist,4,Married,2293,2,Yes,1,1,6,2,2,2.0,0.1,2,0,10,0.05,0.3333333333333333,95.54166666666667,0.5305162241167184,1
36,43,0,Travel_Rarely,Research & Development,2,2,Medical,4,4,1,Research Scientist,3,Divorced,2645,1,No,4,2,6,3,2,5.0,3.0,1,4,15,0.6,0.8333333333333334,61.51162790697674,0.04140527617764106,0
37,50,1,Travel_Rarely,Sales,3,2,Marketing,1,2,1,Sales Representative,3,Married,2683,1,Yes,3,0,3,2,3,3.0,2.0,0,2,9,0.6666666666666666,1.0,53.66,0.43669341327848366,1
38,35,0,Travel_Rarely,Sales,2,3,Marketing,4,3,1,Sales Representative,4,Married,2014,1,No,1,0,2,3,3,2.0,2.0,2,2,12,1.0,1.0,57.542857142857144,0.17404157635389347,0
39,36,0,Travel_Rarely,Research & Development,5,4,Life Sciences,2,2,1,Research Scientist,1,Married,3419,9,Yes,4,1,6,3,4,1.0,1.0,0,0,9,1.0,0.16666666666666666,94.97222222222223,0.24064300079338324,0
40,33,0,Travel_Frequently,Sales,1,3,Life Sciences,3,4,2,Sales Executive,1,Married,5376,2,No,1,2,10,3,3,5.0,3.0,1,3,9,0.6,0.5,162.9090909090909,0.08822007934670491,0
41,35,0,Travel_Rarely,Research & Development,4,2,Other,3,3,1,Laboratory Technician,4,Divorced,1951,1,No,3,1,1,3,3,1.0,0.1,0,0,13,0.1,1.0,55.74285714285714,0.16470401989327352,0
42,27,0,Travel_Rarely,Research & Development,2,4,Life Sciences,4,3,1,Laboratory Technician,1,Divorced,2341,1,No,4,1,1,6,3,1.0,0.1,0,0,12,0.1,1.0,86.70370370370371,0.20903665800351082,0
43,26,1,Travel_Rarely,Research & Development,25,3,Life Sciences,1,1,1,Laboratory Technician,3,Single,2293,1,No,3,0,1,2,2,1.0,0.1,0,1,8,0.1,1.0,88.1923076923077,0.8064026993427656,1
44,27,0,Travel_Frequently,Sales,8,3,Life Sciences,4,3,3,Sales Executive,3,Single,8726,1,No,4,0,9,0,3,9.0,8.0,1,7,14,0.8888888888888888,1.0,323.18518518518516,0.11322888426894248,0
45,30,0,Travel_Frequently,Research & Development,1,2,Medical,3,3,2,Laboratory Technician,4,Single,4011,1,No,4,0,12,2,3,12.0,8.0,3,7,14,0.6666666666666666,1.0,133.7,0.07093899173196787,0
46,41,1,Travel_Rarely,Research & Development,12,3,Technical Degree,2,3,5,Research Director,3,Married,19545,1,No,4,0,23,0,3,22.0,15.0,15,8,12,0.6818181818181818,0.9565217391304348,476.7073170731707,0.06781887202254078,0
47,34,0,Non-Travel,Sales,23,4,Marketing,2,3,2,Sales Executive,3,Single,4568,0,No,3,0,10,2,3,9.0,5.0,8,7,11,0.5555555555555556,0.9,134.35294117647058,0.07935179317383162,0
48,37,0,Travel_Rarely,Research & Development,19,2,Life Sciences,2,3,1,Research Scientist,2,Married,3022,4,No,1,0,8,1,3,1.0,0.1,0,0,8,0.1,0.125,81.67567567567568,0.30743923562761205,1
49,46,0,Travel_Frequently,Sales,5,4,Marketing,1,3,2,Sales Executive,4,Single,5772,4,Yes,3,0,14,4,3,9.0,6.0,0,8,11,0.6666666666666666,0.6428571428571429,125.47826086956522,0.24810181081705893,0
50,35,0,Travel_Rarely,Research & Development,8,1,Life Sciences,4,4,1,Laboratory Technician,4,Married,2269,1,No,4,0,1,2,3,1.0,0.1,0,1,16,0.1,1.0,64.82857142857142,0.1420294407307242,0
51,48,1,Travel_Rarely,Research & Development,1,2,Life Sciences,1,2,3,Laboratory Technician,3,Single,5381,9,Yes,4,0,23,2,3,1.0,0.1,0,0,10,0.1,0.043478260869565216,112.10416666666667,0.6147915675521786,1
52,28,1,Travel_Rarely,Research & Development,5,4,Technical Degree,3,3,1,Laboratory Technician,3,Single,3441,1,Yes,3,0,2,3,2,2.0,2.0,2,2,12,1.0,1.0,122.89285714285714,0.6309550971627244,1
53,44,0,Travel_Rarely,Sales,1,5,Marketing,2,3,2,Sales Executive,1,Divorced,5454,5,Yes,3,1,9,2,2,4.0,3.0,1,3,9,0.75,0.4444444444444444,123.95454545454545,0.19860161073234336,0
54,35,0,Non-Travel,Research & Development,11,2,Medical,3,2,3,Healthcare Representative,1,Married,9884,2,Yes,3,1,10,3,3,4.0,0.1,2,3,9,0.025,0.4,282.4,0.10849534644023395,0
55,26,0,Travel_Rarely,Sales,23,3,Marketing,3,2,2,Sales Executive,4,Married,4157,7,Yes,3,1,5,2,2,2.0,2.0,0,0,12,1.0,0.4,159.8846153846154,0.3007460375375668,1
56,33,0,Travel_Frequently,Research & Development,1,2,Life Sciences,1,3,3,Research Director,4,Single,13458,1,Yes,3,0,15,1,3,15.0,14.0,8,12,11,0.9333333333333333,1.0,407.8181818181818,0.18434285175283424,0
57,35,0,Travel_Frequently,Sales,18,5,Life Sciences,2,3,3,Sales Executive,1,Married,9069,1,No,4,1,9,3,2,9.0,8.0,1,8,10,0.8888888888888888,1.0,259.1142857142857,0.10251670915412969,0
58,35,0,Travel_Rarely,Research & Development,23,4,Medical,3,3,1,Laboratory Technician,1,Married,4014,3,Yes,3,1,4,3,3,2.0,2.0,2,2,10,1.0,0.5,114.68571428571428,0.1346584600859013,0
59,31,0,Travel_Rarely,Research & Development,7,4,Life Sciences,4,3,2,Laboratory Technician,4,Divorced,5915,3,No,4,1,10,3,2,7.0,7.0,1,7,15,1.0,0.7,190.80645161290323,0.058222636915935,0
60,37,0,Travel_Rarely,Research & Development,1,4,Life Sciences,1,2,2,Manufacturing Director,3,Divorced,5993,1,No,3,1,7,2,4,7.0,5.0,0,7,9,0.7142857142857143,1.0,161.97297297297297,0.05133236897935905,0
61,32,0,Travel_Rarely,Research & Development,1,3,Medical,1,3,2,Manufacturing Director,4,Married,6162,1,Yes,2,1,9,3,3,9.0,8.0,7,8,10,0.8888888888888888,1.0,192.5625,0.11392878629816898,0
62,38,0,Travel_Frequently,Research & Development,29,5,Life Sciences,4,3,2,Laboratory Technician,4,Single,2406,1,No,4,0,10,2,3,10.0,3.0,9,9,15,0.3,1.0,63.31578947368421,0.11916037187305573,0
63,50,0,Travel_Rarely,Research & Development,7,2,Medical,2,2,5,Research Director,3,Divorced,18740,5,Yes,4,1,29,2,2,27.0,3.0,13,8,11,0.1111111111111111,0.9310344827586207,374.8,0.12153068167043381,0
64,59,0,Travel_Rarely,Sales,25,3,Life Sciences,1,3,3,Sales Executive,1,Single,7637,7,No,4,0,28,3,2,21.0,16.0,7,9,9,0.7619047619047619,0.75,129.4406779661017,0.2558770199548045,0
65,36,0,Travel_Rarely,Research & Development,8,3,Technical Degree,3,3,3,Healthcare Representative,3,Divorced,10096,1,No,2,3,17,2,3,17.0,14.0,12,8,11,0.8235294117647058,1.0,280.44444444444446,0.03112356632604915,0
66,55,0,Travel_Rarely,Research & Development,8,3,Medical,4,3,4,Manager,3,Divorced,14756,2,Yes,3,3,21,2,3,5.0,0.1,0,2,13,0.02,0.23809523809523808,268.2909090909091,0.04862955362583953,0
67,36,0,Travel_Frequently,Research & Development,11,3,Life Sciences,2,2,2,Manufacturing Director,2,Single,6499,1,No,3,0,6,3,3,6.0,5.0,0,3,9,0.8333333333333334,1.0,180.52777777777777,0.11329559889447402,0
68,45,0,Travel_Rarely,Research & Development,7,3,Life Sciences,2,3,3,Research Scientist,1,Divorced,9724,2,No,3,1,25,2,3,1.0,0.1,0,0,9,0.1,0.04,216.0888888888889,0.08999032262414461,0
69,35,0,Travel_Frequently,Research & Development,1,3,Medical,2,3,1,Research Scientist,1,Married,2194,4,No,4,1,5,2,2,3.0,2.0,1,2,10,0.6666666666666666,0.6,62.68571428571428,0.0655476180804563,0
70,36,1,Travel_Rarely,Research & Development,9,3,Medical,4,2,1,Research Scientist,3,Married,3388,0,Yes,1,1,2,0,2,1.0,0.1,0,0,10,0.1,0.5,94.11111111111111,0.38037825363889005,1
71,59,0,Travel_Frequently,Sales,1,1,Life Sciences,1,2,2,Sales Executive,3,Single,5473,7,No,4,0,20,2,2,4.0,3.0,1,3,10,0.75,0.2,92.76271186440678,0.26720270187276357,0
72,29,0,Travel_Rarely,Research & Development,2,3,Life Sciences,3,3,1,Research Scientist,2,Married,2703,0,No,4,1,6,3,3,5.0,4.0,0,4,12,0.8,0.8333333333333334,93.20689655172414,0.038670011781387764,0
73,31,0,Travel_Rarely,Research & Development,1,4,Medical,3,3,1,Research Scientist,2,Single,2501,1,No,2,0,1,4,3,1.0,1.0,1,0,10,1.0,1.0,80.6774193548387,0.3312676629999987,1
74,32,0,Travel_Rarely,Research & Development,1,3,Life Sciences,2,3,2,Research Scientist,2,Married,6220,1,No,2,2,10,3,3,10.0,4.0,0,9,9,0.4,1.0,194.375,0.06828367419916118,0
75,36,0,Travel_Rarely,Research & Development,6,3,Life Sciences,2,4,1,Laboratory Technician,4,Married,3038,3,No,2,0,5,3,3,1.0,0.1,0,0,12,0.1,0.2,84.38888888888889,0.10968121814940772,0
76,31,0,Travel_Rarely,Research & Development,8,4,Life Sciences,3,3,2,Manufacturing Director,4,Single,4424,1,No,4,0,11,2,3,11.0,7.0,1,8,14,0.6363636363636364,1.0,142.70967741935485,0.03102516466328295,0
77,35,0,Travel_Rarely,Sales,1,4,Marketing,3,2,2,Sales Executive,1,Single,4312,0,No,2,0,16,2,3,15.0,13.0,2,8,8,0.8666666666666667,0.9375,123.2,0.1391831447081498,0
78,45,0,Travel_Rarely,Research & Development,6,4,Other,4,3,3,Research Director,1,Married,13245,4,Yes,2,0,17,3,4,0.1,0.1,0,0,10,1.0,0.0058823529411764705,294.3333333333333,0.1505726818651677,0
79,37,0,Travel_Rarely,Research & Development,7,4,Medical,1,3,3,Research Director,3,Single,13664,4,No,1,0,16,3,4,5.0,2.0,0,2,8,0.4,0.3125,369.2972972972973,0.1015715431649611,0
80,46,0,Travel_Rarely,Human Resources,5,2,Medical,2,3,2,Human Resources,2,Divorced,5021,8,Yes,4,1,16,2,3,4.0,2.0,0,2,11,0.5,0.25,109.15217391304348,0.15886247268199113,0
81,30,0,Travel_Rarely,Research & Development,1,1,Life Sciences,4,2,2,Laboratory Technician,4,Married,5126,1,Yes,3,2,10,1,2,10.0,8.0,3,0,13,0.8,1.0,170.86666666666667,0.13274408903917603,0
82,35,0,Travel_Rarely,Research & Development,1,3,Medical,2,2,1,Research Scientist,3,Single,2859,1,No,1,0,6,3,3,6.0,4.0,0,4,8,0.6666666666666666,1.0,81.68571428571428,0.14487009338140738,0
83,55,0,Travel_Rarely,Sales,1,2,Life Sciences,1,3,3,Sales Executive,4,Married,10239,3,No,4,1,24,4,3,1.0,0.1,1,0,12,0.1,0.041666666666666664,186.16363636363636,0.10783709512364566,0
84,38,0,Non-Travel,Research & Development,6,3,Medical,2,1,2,Research Scientist,4,Divorced,5329,7,Yes,4,3,17,3,3,13.0,11.0,1,9,11,0.8461538461538461,0.7647058823529411,140.23684210526315,0.08777929341246268,0
85,34,0,Travel_Rarely,Research & Development,1,2,Medical,1,3,2,Manufacturing Director,2,Married,4325,1,No,3,0,5,2,3,5.0,2.0,1,3,9,0.4,1.0,127.20588235294117,0.10179352263755702,0
86,56,0,Travel_Rarely,Research & Development,7,3,Life Sciences,4,1,3,Manufacturing Director,4,Single,7260,4,No,1,0,37,3,2,6.0,4.0,0,2,10,0.6666666666666666,0.16216216216216217,129.64285714285714,0.0575565283562974,0
87,23,0,Travel_Rarely,Sales,2,1,Technical Degree,3,3,1,Sales Representative,1,Divorced,2322,3,No,3,1,3,3,3,0.1,0.1,0,0,10,1.0,0.03333333333333333,100.95652173913044,0.2952264946424393,1
88,51,0,Travel_Rarely,Research & Development,9,4,Life Sciences,4,3,1,Laboratory Technician,4,Married,2075,3,No,2,2,10,4,3,4.0,2.0,0,3,13,0.5,0.4,40.68627450980392,0.05472912029255024,0
89,30,0,Travel_Rarely,Research & Development,2,3,Life Sciences,3,2,2,Healthcare Representative,4,Married,4152,1,No,1,3,11,3,3,11.0,10.0,10,8,10,0.9090909090909091,1.0,138.4,0.03403971743691979,0
90,46,1,Travel_Rarely,Sales,9,2,Medical,3,2,3,Sales Executive,4,Single,9619,1,No,4,0,9,3,3,9.0,8.0,4,7,13,0.8888888888888888,1.0,209.1086956521739,0.13940536367612477,0
91,40,0,Travel_Frequently,Research & Development,1,4,Life Sciences,3,2,4,Healthcare Representative,2,Married,13503,1,No,4,1,22,3,2,22.0,3.0,11,11,11,0.13636363636363635,1.0,337.575,0.06071076356960842,0
92,51,0,Travel_Rarely,Sales,21,4,Marketing,3,3,2,Sales Executive,4,Single,5441,0,Yes,4,0,11,2,1,10.0,7.0,1,0,14,0.7,0.9090909090909091,106.68627450980392,0.2734820920572621,0
93,30,0,Travel_Rarely,Sales,4,2,Medical,3,2,2,Sales Executive,2,Divorced,5209,1,Yes,2,3,11,4,2,11.0,8.0,2,7,9,0.7272727272727273,1.0,173.63333333333333,0.1443065076476987,0
94,46,0,Travel_Frequently,Research & Development,1,3,Medical,3,2,3,Healthcare Representative,1,Married,10673,2,Yes,3,1,21,5,2,10.0,9.0,9,5,9,0.9,0.47619047619047616,232.02173913043478,0.09456758541427451,0
95,32,0,Travel_Rarely,Sales,6,4,Medical,2,3,2,Sales Executive,3,Single,5010,1,No,1,0,12,0,3,11.0,8.0,5,7,9,0.7272727272727273,0.9166666666666666,156.5625,0.12014718363561978,0
96,54,0,Travel_Rarely,Research & Development,2,4,Technical Degree,1,3,3,Research Director,3,Married,13549,9,No,1,1,16,5,1,4.0,3.0,0,3,8,0.75,0.25,250.90740740740742,0.07877173701320596,0
97,24,0,Travel_Rarely,Sales,3,2,Other,1,3,2,Sales Executive,3,Married,4999,0,No,1,1,4,2,2,3.0,2.0,0,2,8,0.6666666666666666,0.75,208.29166666666666,0.11084857459945681,0
98,28,0,Non-Travel,Sales,4,3,Medical,2,3,2,Sales Executive,3,Married,4221,1,No,2,0,5,3,4,5.0,4.0,0,4,10,0.8,1.0,150.75,0.07454963837043811,0
99,58,0,Travel_Rarely,Sales,10,4,Medical,4,3,4,Sales Executive,3,Single,13872,0,No,3,0,38,1,2,37.0,10.0,1,8,13,0.2702702702702703,0.9736842105263158,239.17241379310346,0.11245350125847829,0
100,44,0,Non-Travel,Research & Development,23,3,Medical,2,3,2,Laboratory Technician,2,Married,2042,4,No,3,1,17,3,4,3.0,2.0,1,2,10,0.6666666666666666,0.17647058823529413,46.40909090909091,0.05560042325981867,0
101,37,1,Travel_Rarely,Human Resources,6,4,Human Resources,3,3,1,Human Resources,1,Divorced,2073,4,Yes,4,0,7,3,3,3.0,2.0,0,2,11,0.6666666666666666,0.42857142857142855,56.027027027027025,0.37952968361229755,1
102,32,0,Travel_Rarely,Research & Development,1,1,Life Sciences,4,3,1,Research Scientist,1,Single,2956,1,No,4,0,1,2,3,1.0,0.1,0,0,12,0.1,1.0,92.375,0.2312951687455029,0
103,20,1,Travel_Frequently,Research & Development,6,3,Life Sciences,4,2,1,Laboratory Technician,4,Single,2926,1,Yes,2,0,1,5,3,1.0,0.1,1,0,12,0.1,1.0,146.3,0.7553478553305562,1
104,34,0,Travel_Rarely,Research & Development,6,4,Other,1,3,2,Research Scientist,3,Single,4809,1,No,3,0,16,3,3,16.0,13.0,2,10,10,0.8125,1.0,141.44117647058823,0.08171969350269198,0
105,37,0,Non-Travel,Research & Development,2,2,Life Sciences,3,2,2,Healthcare Representative,4,Divorced,5163,5,No,4,1,17,2,4,1.0,0.1,0,0,13,0.1,0.058823529411764705,139.54054054054055,0.044429259019924505,0
106,59,0,Non-Travel,Human Resources,2,4,Human Resources,3,2,5,Manager,4,Married,18844,9,No,4,1,30,3,3,3.0,2.0,2,2,13,0.6666666666666666,0.1,319.3898305084746,0.052951470469630835,0
107,50,0,Travel_Frequently,Research & Development,1,3,Life Sciences,1,3,5,Research Director,2,Married,18172,3,Yes,1,0,28,1,2,8.0,3.0,0,7,7,0.375,0.2857142857142857,363.44,0.19349027392360227,0
108,25,1,Travel_Rarely,Sales,5,3,Marketing,3,2,2,Sales Executive,3,Single,5744,1,Yes,4,0,6,1,3,6.0,4.0,0,3,12,0.6666666666666666,1.0,229.76,0.37369747259181607,1
109,25,0,Travel_Rarely,Research & Development,7,1,Medical,4,2,1,Research Scientist,4,Married,2889,1,No,3,2,2,2,3,2.0,2.0,2,1,13,1.0,1.0,115.56,0.06229878724797837,0
110,22,0,Travel_Rarely,Research & Development,15,3,Medical,2,3,1,Laboratory Technician,4,Single,2871,1,No,3,0,1,5,3,0.1,0.1,0,0,12,1.0,0.1,130.5,0.3789604624557538,1
111,51,0,Travel_Frequently,Research & Development,1,4,Medical,1,2,3,Healthcare Representative,1,Single,7484,3,No,3,0,23,1,2,13.0,12.0,12,8,7,0.9230769230769231,0.5652173913043478,146.7450980392157,0.13365823017556813,0
112,34,1,Travel_Frequently,Research & Development,7,3,Life Sciences,1,1,2,Laboratory Technician,3,Single,6074,1,Yes,4,0,9,3,3,9.0,7.0,0,6,9,0.7777777777777778,1.0,178.64705882352942,0.6108241454442537,1
113,54,0,Non-Travel,Human Resources,26,3,Human Resources,4,4,4,Manager,4,Single,17328,2,Yes,3,0,23,3,3,5.0,3.0,4,4,15,0.6,0.21739130434782608,320.8888888888889,0.09703963072734621,0
114,24,0,Travel_Rarely,Research & Development,18,1,Life Sciences,2,3,1,Laboratory Technician,3,Married,2774,0,No,3,1,6,2,3,5.0,3.0,1,2,11,0.6,0.8333333333333334,115.58333333333333,0.0836411869198926,0
115,34,0,Travel_Rarely,Research & Development,6,4,Life Sciences,3,2,2,Research Scientist,2,Divorced,4505,6,No,3,1,12,3,3,1.0,0.1,0,0,10,0.1,0.08333333333333333,132.5,0.08604430568004379,0
116,37,0,Travel_Rarely,Sales,3,3,Life Sciences,3,3,3,Sales Executive,4,Single,7428,2,No,1,0,12,3,3,5.0,3.0,1,3,11,0.6,0.4166666666666667,200.75675675675674,0.06713888600061091,0
117,34,0,Travel_Rarely,Research & Development,5,3,Medical,3,2,3,Manager,1,Single,11631,2,No,4,0,14,6,3,11.0,10.0,5,8,10,0.9090909090909091,0.7857142857142857,342.0882352941176,0.028981587211025426,0
118,36,0,Travel_Frequently,Sales,11,2,Technical Degree,2,3,3,Sales Executive,4,Married,9738,0,No,3,1,10,6,3,9.0,7.0,2,8,12,0.7777777777777778,0.9,270.5,0.08632797902345059,0
119,36,0,Travel_Rarely,Research & Development,3,2,Life Sciences,1,3,1,Laboratory Technician,4,Divorced,2835,5,No,1,1,7,2,3,1.0,0.1,0,0,9,0.1,0.14285714285714285,78.75,0.17901617350806845,0
120,43,0,Travel_Frequently,Sales,26,2,Life Sciences,3,3,4,Manager,4,Married,16959,1,Yes,4,2,25,3,4,25.0,12.0,4,12,14,0.48,1.0,394.3953488372093,0.07498558344958098,0
121,30,0,Travel_Frequently,Research & Development,23,3,Life Sciences,1,1,1,Research Scientist,3,Divorced,2613,1,No,3,3,10,2,2,10.0,7.0,0,9,8,0.7,1.0,87.1,0.1718129226515549,0
122,33,0,Non-Travel,Sales,22,2,Marketing,3,3,2,Sales Executive,2,Married,6146,0,No,1,1,8,2,4,7.0,7.0,0,7,9,1.0,0.875,186.24242424242425,0.07523231859381779,0
